grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.412701.1;Univ.  Pennsylvania Health System;US;United States;North America;Global North;39.9584;-75.199;6;Healthcare;2327;4959.210;2.131;0.045;0.797;0.198;0.136;0.210;0.348;0.631;163;2058;193;2414;6.752;85.253;7.995;2594;1827;85;1007;2579;44;92;182;229;730;2901;693;2701;1464;2983;10;2971
grid.412618.8;Harborview Med. Ctr.;US;United States;North America;Global North;47.6043;-122.323;6;Healthcare;1744;3715.510;2.130;0.034;0.842;0.204;0.110;0.203;0.348;0.669;151;937;159;1247;12.109;75.140;12.751;2833;2193;86;634;2526;165;303;230;229;308;2934;1506;2841;2559;2803;92;2660
grid.416870.c;Natl. Inst.  Neurological Disorders  & Stroke;US;United States;North America;Global North;39.0038;-77.1012;4;Facility;4838;10287.300;2.126;0.044;0.787;0.411;0.147;0.243;0.395;0.705;355;1643;477;2475;14.343;66.384;19.273;1583;1004;87;1120;1081;49;62;61;64;90;2518;875;1466;1417;2697;301;1655
grid.417555.7;Sani (United States);US;United States;North America;Global North;40.6361;-74.6403;2;Company;2520;5347.530;2.122;0.038;0.817;0.519;0.129;0.216;0.364;0.681;654;792;183;1629;40.147;48.619;11.234;2497;1717;88;837;486;101;125;144;148;205;1886;1742;2741;2062;1361;1030;2795
grid.417570.0;Roche (Switzerl &);CH;Switzerland;Europe;Global North;47.5586;7.60602;2;Company;3443;7307.190;2.122;0.042;0.829;0.763;0.139;0.229;0.378;0.703;867;1684;296;2847;30.453;59.150;10.397;2087;1334;88;733;32;68;76;89;99;99;1505;860;2150;1229;1935;578;2863
grid.418165.f;Maria Sklodowska-Curie Memorial Cancer Ctr.  & Inst.  Oncology;PL;Poland;Europe;Global North;52.2159;20.9836;6;Healthcare;2345;4968.740;2.119;0.043;0.763;0.432;0.106;0.173;0.297;0.624;529;814;253;1596;33.145;51.003;15.852;2586;1824;90;1379;970;60;367;579;754;834;2161;1700;2347;2096;1800;920;2264
grid.1055.1;Peter MacCallum Cancer Ctr.;AU;Australia;Asia & Pacific;Global North;-37.8115;144.977;6;Healthcare;5673;12000.900;2.115;0.041;0.898;0.425;0.130;0.214;0.357;0.669;506;1687;532;2725;18.569;61.908;19.523;1367;860;91;294;1002;73;120;161;179;308;2206;855;1309;1298;2474;465;1596
grid.250903.d;Feinstein Inst.  Med. Res.;US;United States;North America;Global North;40.7757;-73.7017;4;Facility;2913;6155.110;2.113;0.040;0.854;0.390;0.148;0.230;0.373;0.682;154;813;209;1176;13.095;69.133;17.772;2322;1542;92;547;1197;84;60;86;116;197;2926;1701;2607;2681;2757;226;1939
grid.170205.1;Univ.  Chicago;US;United States;North America;Global North;41.7888;-87.5987;3;Education;47527;100376.000;2.112;0.037;0.723;0.355;0.133;0.227;0.379;0.696;4983;10369;3948;19300;25.819;53.725;20.456;93;54;93;1830;1396;113;107;93;94;124;185;59;120;93;2161;803;1395
grid.20861.3d;Calinia Inst.  Technology;US;United States;North America;Global North;34.1386;-118.125;3;Education;30405;64187.300;2.111;0.041;0.782;0.523;0.149;0.252;0.410;0.726;2744;6530;2213;11487;23.888;56.847;19.265;214;123;94;1177;463;73;57;48;45;43;456;154;282;234;2240;668;1656
grid.418412.a;Boehringer Ingelheim (United States);US;United States;North America;Global North;41.3736;-73.5131;2;Company;1543;3255.960;2.110;0.036;0.759;0.496;0.112;0.183;0.314;0.649;478;501;111;1090;43.853;45.963;10.184;2906;2341;95;1432;593;131;282;430;550;509;2261;2377;2977;2816;1114;1164;2882
grid.411599.1;Beaujon Hosp.;FR;France;Europe;Global North;48.9091;2.30805;6;Healthcare;2389;5026.500;2.104;0.046;0.797;0.373;0.139;0.228;0.370;0.687;149;901;296;1346;11.070;66.939;21.991;2564;1807;96;1007;1287;42;76;91;129;167;2937;1556;2150;2419;2849;277;1059
grid.266102.1;Univ.  Calinia, San Francisco;US;United States;North America;Global North;37.7628;-122.458;3;Education;81830;171323.000;2.094;0.039;0.738;0.326;0.139;0.232;0.381;0.690;7674;19052;6570;33296;23.048;57.220;19.732;23;13;97;1674;1581;92;76;79;89;154;86;16;32;23;2275;653;1549
grid.7683.a;Deutsches Elektronen-Synchrotron DESY;DE;Germany;Europe;Global North;53.5758;9.87944;4;Facility;8379;17547.600;2.094;0.031;0.925;0.831;0.122;0.218;0.373;0.716;2228;1257;332;3817;58.370;32.932;8.698;950;615;97;155;11;235;172;134;116;60;586;1116;1974;925;438;1914;2945
grid.239826.4;Guy's Hosp.;GB;United Kingdom;Europe;Global North;51.5034;-0.087145;6;Healthcare;4119;8613.060;2.091;0.036;0.848;0.448;0.127;0.214;0.353;0.654;350;2032;484;2866;12.212;70.900;16.888;1838;1163;99;593;869;131;136;161;200;445;2524;704;1445;1220;2796;182;2104
grid.2515.3;Boston Children's Hosp.;US;United States;North America;Global North;42.3375;-71.1055;6;Healthcare;24905;52017.100;2.089;0.039;0.885;0.345;0.143;0.237;0.383;0.684;2010;7484;1912;11406;17.622;65.615;16.763;292;171;100;366;1470;92;67;70;81;183;667;116;356;235;2522;324;2121
grid.416879.5;Virginia Mason Med. Ctr.;US;United States;North America;Global North;47.6103;-122.327;6;Healthcare;2509;5229.540;2.084;0.043;0.721;0.271;0.148;0.225;0.379;0.671;263;624;137;1024;25.684;60.938;13.379;2504;1752;101;1854;1993;60;60;105;94;286;2694;2102;2913;2950;2170;499;2589
grid.214007.0;Scripps Res. Inst.;US;United States;North America;Global North;32.8962;-117.241;7;Nonprofit;12981;27037.200;2.083;0.040;0.689;0.356;0.153;0.258;0.419;0.732;1623;3686;996;6305;25.742;58.462;15.797;630;407;102;2223;1389;84;49;39;33;36;858;344;719;544;2166;604;2277
grid.4527.4;Mario Negri Inst.  Pharmacological Res.;IT;Italy;Europe;Global North;45.4999;9.15778;7;Nonprofit;3695;7685.620;2.080;0.038;0.810;0.453;0.120;0.202;0.340;0.676;298;647;464;1409;21.150;45.919;32.931;1986;1282;103;899;835;101;193;235;294;245;2613;2050;1515;2313;2359;1167;117
grid.419475.a;Natl. Inst. on Aging;US;United States;North America;Global North;39.0038;-77.1012;4;Facility;5306;11015.800;2.076;0.039;0.816;0.469;0.134;0.224;0.388;0.719;348;1240;389;1977;17.602;62.721;19.676;1450;934;104;843;743;92;99;111;74;53;2528;1127;1745;1744;2523;439;1565
grid.253264.4;Br &eis Univ.;US;United States;North America;Global North;42.3657;-71.2597;3;Education;5758;11937.100;2.073;0.031;0.676;0.372;0.125;0.211;0.372;0.699;865;985;481;2331;37.109;42.257;20.635;1351;868;105;2354;1294;235;151;176;119;114;1506;1437;1458;1505;1552;1353;1340
grid.420545.2;Guy's  & St Thomas' NHS Foundation Trust;GB;United Kingdom;Europe;Global North;51.5049;-0.088939;6;Healthcare;5910;12249.100;2.073;0.031;0.777;0.337;0.105;0.176;0.301;0.593;439;2287;558;3284;13.368;69.641;16.992;1322;847;105;1236;1518;235;385;533;708;1300;2352;603;1247;1075;2737;214;2089
grid.1049.c;QIMR Bergher Med. Res. Inst.;AU;Australia;Asia & Pacific;Global North;-27.4495;153.027;4;Facility;6361;13173.700;2.071;0.037;0.926;0.628;0.134;0.231;0.378;0.714;359;1187;391;1937;18.534;61.280;20.186;1219;779;107;150;134;113;99;81;99;66;2508;1169;1741;1780;2476;488;1457
grid.464551.7;Cooperative Inst.  Res. in Environmental Sciences;US;United States;North America;Global North;40.008;-105.272;4;Facility;4000;8264.390;2.066;0.043;0.938;0.492;0.160;0.268;0.423;0.739;102;697;207;1006;10.139;69.284;20.577;1882;1203;108;104;621;60;34;25;29;30;3003;1939;2621;2991;2890;225;1357
grid.418189.d;UniCancer Group;FR;France;Europe;Global North;48.8267;2.36536;6;Healthcare;1691;3490.040;2.064;0.045;0.910;0.319;0.118;0.196;0.334;0.661;204;1257;310;1771;11.519;70.977;17.504;2854;2267;109;221;1632;44;219;278;337;377;2813;1116;2060;1930;2832;181;1990
grid.462098.1;Institut Cochin;FR;France;Europe;Global North;48.836;2.33875;4;Facility;2921;6017.040;2.060;0.026;0.932;0.514;0.115;0.219;0.386;0.726;147;1248;485;1880;7.819;66.383;25.798;2317;1570;110;126;508;417;249;129;77;43;2942;1121;1444;1825;2967;302;485
grid.418596.7;Inst. Curie;FR;France;Europe;Global North;48.8433;2.34417;7;Nonprofit;5518;11357.800;2.058;0.040;0.884;0.493;0.141;0.239;0.389;0.699;462;2418;812;3692;12.514;65.493;21.994;1393;904;111;374;614;84;72;67;72;114;2293;566;876;959;2780;329;1058
grid.8348.7;John Radcliffe Hosp.;GB;United Kingdom;Europe;Global North;51.7638;-1.21875;6;Healthcare;10897;22395.000;2.055;0.041;0.838;0.452;0.143;0.234;0.374;0.667;716;3964;1295;5975;11.983;66.343;21.674;758;486;112;667;844;73;67;76;112;323;1782;319;550;575;2810;304;1112
grid.419491.0;Max Delbrück Ctr.  Molecular Medicine;DE;Germany;Europe;Global North;52.6248;13.5026;4;Facility;4484;9215.780;2.055;0.038;0.879;0.594;0.137;0.229;0.379;0.704;477;1575;501;2553;18.684;61.692;19.624;1693;1086;112;406;224;101;86;89;94;95;2264;909;1398;1381;2468;472;1577
grid.5645.2;Erasmus MC;NL;Netherlands;Europe;Global North;51.91;4.4675;6;Healthcare;37603;77145.300;2.052;0.034;0.761;0.492;0.129;0.227;0.387;0.714;3178;8553;3165;14896;21.335;57.418;21.247;150;80;114;1403;621;165;125;93;76;66;373;88;169;151;2352;645;1188
grid.4991.5;Univ.  Oxd;GB;United Kingdom;Europe;Global North;51.7534;-1.25401;3;Education;107606;220439.000;2.049;0.037;0.793;0.605;0.133;0.227;0.376;0.692;9458;19798;7352;36608;25.836;54.081;20.083;9;4;115;1053;180;113;107;93;105;138;49;15;21;19;2160;788;1486
grid.419260.8;Natl. Ctr.  Immunization  & Respiratory Diseases;US;United States;North America;Global North;33.7993;-84.328;4;Facility;2156;4415.910;2.048;0.044;0.777;0.286;0.142;0.244;0.400;0.719;128;1024;246;1398;9.156;73.248;17.597;2666;1983;116;1236;1878;49;69;59;60;53;2970;1389;2390;2326;2938;124;1974
grid.264200.2;St George's, Univ.  London;GB;United Kingdom;Europe;Global North;51.4274;-0.174514;3;Education;6046;12365.000;2.045;0.032;0.795;0.481;0.119;0.205;0.346;0.643;357;1736;641;2734;13.058;63.497;23.446;1282;841;117;1030;671;214;207;219;243;588;2513;822;1093;1293;2759;403;831
grid.418019.5;GlaxoSmithKline (United States);US;United States;North America;Global North;39.8966;-75.1755;2;Company;4792;9776.530;2.040;0.037;0.783;0.523;0.138;0.227;0.379;0.696;1293;1733;628;3654;35.386;47.428;17.187;1599;1043;118;1160;463;113;84;93;94;124;1064;825;1118;968;1671;1081;2062
grid.28803.31;Univ.  Wisconsin System;US;United States;North America;Global North;43.0757;-89.4059;3;Education;4053;8267.800;2.040;0.040;0.822;0.443;0.126;0.213;0.339;0.648;258;3081;490;3829;6.738;80.465;12.797;1864;1202;118;797;906;84;145;165;299;520;2707;424;1432;922;2984;25;2656
grid.416266.1;Ninewells Hosp.;GB;United Kingdom;Europe;Global North;56.4639;-3.03788;6;Healthcare;4764;9699.010;2.036;0.034;0.814;0.337;0.119;0.193;0.316;0.612;567;970;518;2055;27.591;47.202;25.207;1610;1050;120;862;1518;165;207;317;518;1016;2077;1459;1350;1690;2084;1095;547
grid.416732.5;San Francisco General Hosp.;US;United States;North America;Global North;37.7556;-122.405;6;Healthcare;2322;4725.250;2.035;0.035;0.949;0.322;0.126;0.219;0.371;0.672;177;1161;184;1522;11.629;76.281;12.089;2595;1900;121;69;1613;146;145;129;125;279;2869;1194;2735;2178;2826;76;2732
grid.1051.5;Baker IDI Heart  & Diabetes Inst.;AU;Australia;Asia & Pacific;Global North;-37.8456;144.984;7;Nonprofit;4290;8722.230;2.033;0.035;0.873;0.491;0.127;0.219;0.362;0.695;199;961;307;1467;13.565;65.508;20.927;1759;1148;122;436;632;146;136;129;156;127;2822;1469;2078;2249;2727;328;1273
grid.415306.5;Garvan Inst.  Med. Res.;AU;Australia;Asia & Pacific;Global North;-33.8784;151.222;7;Nonprofit;3218;6530.940;2.030;0.038;0.918;0.517;0.137;0.235;0.381;0.697;199;825;303;1327;14.996;62.170;22.834;2185;1466;123;185;492;101;86;74;89;120;2822;1683;2109;2444;2654;457;924
grid.467824.b;Spanish Natl. Ctr.  Cardiovascular Res.;ES;Spain;Europe;Global North;40.4764;-3.69551;4;Facility;2114;4286.210;2.028;0.035;0.899;0.588;0.134;0.225;0.398;0.715;177;886;144;1207;14.665;73.405;11.930;2695;2016;124;287;243;146;99;105;61;64;2869;1581;2894;2632;2671;121;2749
grid.419791.3;Sylvester Comprehensive Cancer Ctr.;US;United States;North America;Global North;25.7889;-80.2142;6;Healthcare;1683;3411.780;2.027;0.032;0.872;0.294;0.113;0.193;0.344;0.687;112;878;119;1109;10.099;79.170;10.730;2861;2286;125;443;1815;214;269;317;255;167;2989;1598;2958;2780;2894;30;2831
grid.418152.b;AstraZeneca (United States);US;United States;North America;Global North;39.7859;-75.549;2;Company;3700;7493.830;2.025;0.034;0.792;0.483;0.134;0.233;0.390;0.720;972;1423;281;2676;36.323;53.176;10.501;1984;1311;126;1068;663;165;99;78;69;51;1379;983;2209;1319;1605;831;2855
grid.249880.f;Jackson Laboratory;US;United States;North America;Global North;44.3652;-68.1962;7;Nonprofit;2844;5747.530;2.021;0.038;0.859;0.436;0.137;0.231;0.380;0.705;410;764;195;1369;29.949;55.807;14.244;2355;1624;127;524;947;101;86;81;91;90;2405;1815;2692;2374;1962;710;2490
grid.120073.7;Addenbrooke's Hosp.;GB;United Kingdom;Europe;Global North;52.176;0.14;6;Healthcare;9503;19208.300;2.021;0.041;0.829;0.417;0.137;0.221;0.352;0.648;731;3599;1129;5459;13.391;65.928;20.681;842;567;127;733;1053;73;86;120;206;520;1756;354;636;630;2735;316;1333
grid.424247.3;German Ctr.  Neurodegenerative Diseases;DE;Germany;Europe;Global North;50.7042;7.15107;4;Facility;4007;8091.260;2.019;0.038;0.971;0.609;0.138;0.245;0.402;0.717;264;1189;186;1639;16.107;72.544;11.348;1879;1232;129;26;171;101;84;57;54;59;2691;1168;2725;2049;2605;151;2791
grid.415960.f;St. Antonius Ziekenhuis;NL;Netherlands;Europe;Global North;52.0259;5.08153;6;Healthcare;3182;6403.690;2.012;0.033;0.841;0.314;0.118;0.221;0.379;0.719;260;851;279;1390;18.705;61.223;20.072;2201;1491;130;640;1668;197;219;120;94;53;2702;1643;2220;2338;2467;489;1490
grid.416102.0;Montreal Neurological Inst.  & Hosp.;CA;Canada;North America;Global North;45.5092;-73.5814;6;Healthcare;4076;8182.420;2.007;0.037;0.974;0.603;0.137;0.232;0.389;0.718;325;1297;320;1942;16.735;66.787;16.478;1852;1222;131;18;190;113;86;79;72;56;2569;1081;2016;1771;2567;281;2167
grid.280664.e;Natl. Inst.  Environmental Health Sciences;US;United States;North America;Global North;35.8838;-78.8818;4;Facility;5495;11020.500;2.006;0.030;0.758;0.350;0.117;0.210;0.347;0.681;321;1092;319;1732;18.534;63.049;18.418;1400;932;132;1451;1433;272;230;182;234;205;2576;1300;2021;1965;2476;423;1819
grid.133275.1;Goddard Space Flight Ctr.;US;United States;North America;Global North;38.9969;-76.8483;4;Facility;13272;26587.900;2.003;0.038;0.946;0.575;0.124;0.207;0.355;0.682;1003;1687;579;3269;30.682;51.606;17.712;614;415;133;78;288;101;159;199;192;197;1336;855;1200;1078;1923;895;1949
grid.239395.7;Beth Israel Deaconess Med. Ctr.;US;United States;North America;Global North;42.3398;-71.1052;6;Healthcare;26880;53774.200;2.001;0.036;0.912;0.352;0.133;0.228;0.376;0.687;2131;7443;2196;11770;18.105;63.237;18.658;257;163;134;211;1414;131;107;91;105;167;625;118;287;225;2500;416;1791
grid.413756.2;Hôpital Ambroise-Paré;FR;France;Europe;Global North;48.8493;2.23548;6;Healthcare;1809;3618.690;2.000;0.036;0.882;0.365;0.130;0.230;0.372;0.673;120;774;209;1103;10.879;70.172;18.948;2806;2222;135;387;1331;131;120;86;119;268;2981;1779;2607;2794;2855;205;1721
grid.420044.6;Bayer (Germany);DE;Germany;Europe;Global North;51.0134;6.98316;2;Company;3971;7912.860;1.993;0.037;0.827;0.618;0.133;0.225;0.377;0.691;928;1227;329;2484;37.359;49.396;13.245;1890;1254;136;753;148;113;107;105;103;143;1431;1140;1983;1412;1538;991;2601
grid.410566.0;Ghent Univ. Hosp.;BE;Belgium;Europe;Global North;51.0252;3.72521;6;Healthcare;10398;20664.100;1.987;0.037;0.781;0.522;0.126;0.212;0.352;0.672;747;2476;982;4205;17.765;58.882;23.353;785;539;137;1197;468;113;145;170;206;279;1717;549;735;832;2514;586;843
grid.5650.6;Academic Med. Ctr.;NL;Netherlands;Europe;Global North;52.2933;4.95778;6;Healthcare;30726;60986.600;1.985;0.034;0.880;0.470;0.127;0.219;0.375;0.708;1494;7220;3736;12450;12.000;57.992;30.008;209;135;138;399;736;165;136;129;109;82;943;124;127;208;2808;621;208
grid.414959.4;Foothills Med. Ctr.;CA;Canada;North America;Global North;51.0654;-114.133;6;Healthcare;1567;3110.680;1.985;0.041;0.909;0.375;0.115;0.190;0.344;0.664;130;1002;141;1273;10.212;78.712;11.076;2902;2380;138;228;1276;73;249;344;255;349;2967;1418;2902;2523;2885;34;2809
grid.279946.7;Los Angeles BioMed. Res. Inst.;US;United States;North America;Global North;33.8292;-118.296;7;Nonprofit;2084;4125.760;1.980;0.033;0.864;0.336;0.122;0.212;0.370;0.707;104;745;181;1030;10.097;72.330;17.573;2709;2059;140;490;1523;197;172;170;129;84;2999;1848;2756;2940;2895;154;1977
grid.418119.4;Institut Jules Bordet;BE;Belgium;Europe;Global North;50.8334;4.3466;6;Healthcare;1768;3499.780;1.980;0.039;0.914;0.601;0.134;0.211;0.353;0.660;119;698;224;1041;11.431;67.051;21.518;2822;2266;140;205;196;92;99;176;200;386;2983;1937;2513;2914;2834;275;1147
grid.417893.0;Fondazione IRCCS Istituto Nazionale dei Tumori;IT;Italy;Europe;Global North;45.4748;9.23206;6;Healthcare;5621;11115.500;1.977;0.033;0.817;0.474;0.123;0.213;0.363;0.683;527;1791;566;2884;18.273;62.101;19.626;1374;921;142;837;711;197;163;165;153;190;2163;797;1225;1215;2487;459;1575
grid.417728.f;IRCCS Humanitas Res. Hosp.;IT;Italy;Europe;Global North;45.3739;9.16603;6;Healthcare;5065;9982.740;1.971;0.031;0.878;0.459;0.123;0.217;0.361;0.678;373;1474;347;2194;17.001;67.183;15.816;1514;1029;143;409;795;235;163;140;158;225;2485;952;1900;1590;2554;270;2271
grid.133342.4;Univ.  Calinia, Santa Barbara;US;United States;North America;Global North;34.4142;-119.849;3;Education;28073;55315.900;1.970;0.035;0.740;0.453;0.134;0.231;0.384;0.708;2937;5283;2071;10291;28.540;51.336;20.124;241;153;144;1657;835;146;99;81;79;82;418;221;313;283;2032;908;1476
grid.7497.d;German Cancer Res. Ctr.;DE;Germany;Europe;Global North;49.414;8.672;4;Facility;15238;30022.600;1.970;0.032;0.901;0.552;0.127;0.223;0.383;0.713;1398;4370;1577;7345;19.033;59.496;21.470;549;357;144;276;364;214;136;114;81;72;992;278;444;449;2454;564;1154
grid.415235.4;MedStar Washington Hosp. Ctr.;US;United States;North America;Global North;38.93;-77.015;6;Healthcare;3592;7071.300;1.969;0.029;0.628;0.185;0.089;0.156;0.278;0.575;291;988;341;1620;17.963;60.988;21.049;2026;1371;146;2673;2664;297;735;862;990;1549;2630;1435;1934;2069;2507;498;1234
grid.419971.3;Bristol-Myers Squibb (United States);US;United States;North America;Global North;40.7403;-73.9749;2;Company;5581;10958.800;1.964;0.035;0.628;0.341;0.122;0.199;0.330;0.645;2263;2185;599;5047;44.839;43.293;11.868;1380;942;147;2673;1495;146;172;256;375;570;582;630;1160;676;1062;1311;2754
grid.418193.6;Norwegian Inst.  Public Health;NO;Norway;Europe;Global North;59.9341;10.7452;5;Government;5913;11608.500;1.963;0.030;0.898;0.559;0.113;0.199;0.353;0.701;259;770;255;1284;20.171;59.969;19.860;1320;889;148;294;336;272;269;256;200;106;2703;1795;2335;2507;2402;545;1533
grid.5335.0;Univ.  Cambridge;GB;United Kingdom;Europe;Global North;52.2045;0.114908;3;Education;92421;181340.000;1.962;0.034;0.780;0.604;0.128;0.221;0.374;0.694;8752;17548;7237;33537;26.097;52.324;21.579;16;11;149;1202;182;165;129;120;112;130;62;19;22;22;2148;870;1134
grid.417815.e;AstraZeneca (United Kingdom);GB;United Kingdom;Europe;Global North;51.5196;-0.181646;2;Company;4205;8248.290;1.962;0.034;0.819;0.572;0.125;0.210;0.356;0.674;1202;1643;415;3260;36.871;50.399;12.730;1795;1207;149;814;293;165;151;182;187;263;1140;875;1667;1080;1565;949;2663
grid.415224.4;Princess Margaret Cancer Ctr.;CA;Canada;North America;Global North;43.6581;-79.3901;6;Healthcare;5968;11683.800;1.958;0.038;0.898;0.461;0.123;0.208;0.352;0.670;534;3073;844;4451;11.997;69.041;18.962;1306;882;151;294;783;101;163;195;206;296;2149;426;839;787;2809;229;1718
grid.455754.2;Ctr.  Astrophysics Harvard & Smithsonian;US;United States;North America;Global North;42.3815;-71.1282;3;Education;7610;14900.500;1.958;0.036;0.935;0.761;0.133;0.227;0.380;0.707;186;974;264;1424;13.062;68.399;18.539;1033;696;151;115;33;131;107;93;91;84;2851;1456;2288;2294;2758;244;1804
grid.4868.2;Queen Mary Univ.  London;GB;United Kingdom;Europe;Global North;51.5243;-0.040395;3;Education;27714;54233.700;1.957;0.034;0.810;0.589;0.125;0.209;0.352;0.672;2100;5614;1697;9411;22.314;59.654;18.032;248;161;153;899;240;165;151;190;206;279;639;196;402;320;2312;557;1882
grid.413328.f;Hôpital Saint-Louis;FR;France;Europe;Global North;48.8732;2.36981;6;Healthcare;4693;9181.070;1.956;0.037;0.890;0.421;0.128;0.223;0.367;0.674;342;1782;640;2764;12.373;64.472;23.155;1635;1088;154;339;1030;113;129;114;134;263;2534;801;1094;1283;2784;365;870
grid.412116.1;Hôpitaux Universitaires Henri-Mondor;FR;France;Europe;Global North;48.797;2.45259;6;Healthcare;4417;8639.470;1.956;0.036;0.836;0.380;0.123;0.219;0.366;0.677;245;1758;642;2645;9.263;66.465;24.272;1715;1160;154;681;1252;131;163;129;140;231;2734;814;1091;1337;2933;296;683
grid.21729.3f;Columbia Univ.;US;United States;North America;Global North;40.8076;-73.9624;3;Education;75978;148459.000;1.954;0.034;0.759;0.382;0.128;0.218;0.368;0.683;7181;16636;7019;30836;23.288;53.950;22.762;31;17;156;1432;1244;165;129;134;133;190;103;24;26;29;2260;792;933
grid.240324.3;New York Univ. Langone Med. Ctr.;US;United States;North America;Global North;40.742;-73.974;6;Healthcare;8894;17344.300;1.950;0.035;0.746;0.305;0.122;0.207;0.342;0.655;624;4253;971;5848;10.670;72.726;16.604;892;624;157;1588;1738;146;172;199;276;436;1952;287;745;593;2861;140;2150
grid.16872.3a;Amsterdam UMC Location VUmc;NL;Netherlands;Europe;Global North;52.3352;4.85991;6;Healthcare;22661;44152.000;1.948;0.031;0.833;0.451;0.122;0.218;0.373;0.716;1190;5940;2678;9808;12.133;60.563;27.304;335;218;158;706;852;235;172;134;116;60;1151;173;211;302;2801;516;347
